Layer,Node,Metric,Mean_Control,Mean_MS,Delta_Control_minus_MS
rsfMRI,1,Closeness,0.9937312,0.98850185,0.005229354
rsfMRI,2,Closeness,0.9888358,0.9930443,-0.004208505
rsfMRI,3,Closeness,0.99212676,0.9899194,0.0022073388
rsfMRI,4,Closeness,0.9916858,0.9901138,0.0015720129
rsfMRI,5,Closeness,0.9912109,0.9908248,0.00038605928
rsfMRI,6,Closeness,0.9911694,0.9906502,0.00051921606
rsfMRI,7,Closeness,0.99514794,0.98720497,0.007942975
rsfMRI,8,Closeness,0.99074686,0.99122417,-0.000477314
rsfMRI,9,Closeness,0.9918661,0.99013996,0.0017261505
rsfMRI,10,Closeness,0.9898225,0.9920946,-0.0022720695
rsfMRI,11,Closeness,0.991212,0.9906204,0.0005916357
rsfMRI,12,Closeness,0.9937006,0.9883819,0.0053187013
rsfMRI,13,Closeness,0.99383277,0.9886547,0.005178094
rsfMRI,14,Closeness,0.99513006,0.98766714,0.0074629188
rsfMRI,15,Closeness,0.9922681,0.9895438,0.00272429
rsfMRI,16,Closeness,0.9905313,0.9914445,-0.00091320276
rsfMRI,17,Closeness,0.992071,0.98999405,0.0020769238
rsfMRI,18,Closeness,0.9884688,0.9940242,-0.0055553913
rsfMRI,19,Closeness,0.99298763,0.9888636,0.0041240454
rsfMRI,20,Closeness,0.99132663,0.99047065,0.0008559823
rsfMRI,21,Closeness,0.99217194,0.99005,0.0021219254
rsfMRI,22,Closeness,0.99021864,0.9918778,-0.0016591549
rsfMRI,23,Closeness,0.99332553,0.98838294,0.004942596
rsfMRI,24,Closeness,0.99017674,0.9917732,-0.0015964508
rsfMRI,25,Closeness,0.9921697,0.9896654,0.0025042892
rsfMRI,26,Closeness,0.99058324,0.9914057,-0.0008224845
rsfMRI,27,Closeness,0.98947066,0.99237853,-0.0029078722
rsfMRI,28,Closeness,0.9950799,0.987429,0.007650852
rsfMRI,29,Closeness,0.9931974,0.9889662,0.004231155
rsfMRI,30,Closeness,0.9950859,0.98691875,0.008167148
rsfMRI,31,Closeness,0.9921742,0.99020064,0.0019735694
rsfMRI,32,Closeness,0.9922072,0.9896211,0.0025861263
rsfMRI,33,Closeness,0.9925349,0.9893236,0.0032112598
rsfMRI,34,Closeness,0.9920417,0.98983485,0.002206862
rsfMRI,35,Closeness,0.99357355,0.9884841,0.005089462
rsfMRI,36,Closeness,0.99338174,0.988609,0.0047727227
rsfMRI,37,Closeness,0.99153984,0.99031436,0.0012254715
rsfMRI,38,Closeness,0.9916442,0.990464,0.0011802316
rsfMRI,39,Closeness,0.9933119,0.98926,0.004051864
rsfMRI,40,Closeness,0.9922481,0.9894059,0.0028422475
rsfMRI,41,Closeness,0.99135333,0.99086595,0.00048738718
rsfMRI,42,Closeness,0.9923003,0.9899183,0.0023819804
rsfMRI,43,Closeness,0.9902854,0.9918989,-0.0016134977
rsfMRI,44,Closeness,0.989914,0.9920337,-0.00211972
rsfMRI,45,Closeness,0.99241024,0.9897995,0.002610743
rsfMRI,46,Closeness,0.9919892,0.9896893,0.0022999048
rsfMRI,47,Closeness,0.9896125,0.9922914,-0.0026788712
