edge_idx,source,target,control,ms,delta
256,12,75,0.2700455,0.2802036,-0.010158122
163,7,57,0.27500597,0.28538087,-0.010374904
864,67,7,0.27728683,0.28768107,-0.010394245
586,34,73,0.27241758,0.28282794,-0.010410368
1180,70,26,0.27145123,0.28188825,-0.010437012
187,8,42,0.27097005,0.28142238,-0.01045233
328,18,53,0.26591063,0.2764235,-0.010512888
1028,67,18,0.27386558,0.2844349,-0.010569334
604,39,50,0.27293277,0.2835294,-0.010596633
219,10,37,0.27886158,0.28947946,-0.010617882
900,18,9,0.2714166,0.28203595,-0.010619342
114,6,7,0.2708998,0.2815542,-0.01065439
1310,53,40,0.27162194,0.28230044,-0.0106785
976,69,14,0.26778826,0.27847916,-0.010690898
572,33,59,0.2773854,0.28810936,-0.0107239485
1318,47,42,0.26693994,0.2776989,-0.010758966
1152,66,25,0.27207983,0.28286615,-0.010786325
358,20,22,0.26922333,0.2800403,-0.0108169615
501,27,66,0.27162623,0.28248125,-0.010855019
34,1,70,0.26649123,0.27737167,-0.0108804405
1040,57,19,0.27360207,0.28450206,-0.010899991
1100,30,22,0.27459028,0.28549182,-0.0109015405
556,31,50,0.27523896,0.28619188,-0.01095292
103,5,53,0.2711937,0.28219774,-0.011004031
509,28,34,0.27600318,0.2870247,-0.011021525
1013,30,18,0.2735257,0.28455013,-0.0110244155
725,62,1,0.27707583,0.28813735,-0.011061519
807,70,5,0.27153316,0.28259635,-0.011063188
589,35,50,0.2704855,0.28158817,-0.011102676
1179,67,26,0.273442,0.2845626,-0.011120588
956,27,13,0.26892146,0.2800674,-0.011145949
467,26,41,0.27423206,0.28538448,-0.0111524165
413,22,41,0.2749103,0.28612262,-0.011212319
612,40,52,0.28098682,0.29224584,-0.011259019
761,6,3,0.27662206,0.28804207,-0.0114200115
1048,70,19,0.27609342,0.2875456,-0.011452168
1109,40,22,0.27971134,0.29117715,-0.011465818
923,62,11,0.27161598,0.28314453,-0.011528552
950,71,12,0.27394813,0.28550223,-0.011554092
619,41,55,0.2733779,0.28494996,-0.011572063
544,30,54,0.28198197,0.2935606,-0.0115786195
1000,70,16,0.2710579,0.28274512,-0.011687219
876,31,8,0.28035358,0.29208225,-0.011728674
429,22,71,0.2669972,0.278771,-0.011773825
175,8,23,0.27329776,0.28510448,-0.011806726
998,62,16,0.2731209,0.28496623,-0.01184532
477,26,60,0.27329865,0.28526184,-0.011963189
1135,45,24,0.28056976,0.2925383,-0.011968523
991,70,15,0.26791346,0.27991045,-0.0119969845
696,67,75,0.27834883,0.29035857,-0.01200974
828,53,6,0.26681963,0.27888817,-0.01206854
539,30,47,0.26784357,0.27998418,-0.012140602
644,48,55,0.27238607,0.2845712,-0.012185127
719,40,1,0.27921963,0.2915446,-0.012324959
264,14,27,0.26578438,0.27811757,-0.0123331845
945,63,12,0.2719641,0.28432125,-0.012357146
