edge_idx,source,target,control,ms,delta
837,72,6,0.2717314,0.26989415,0.0018372536
565,32,64,0.26916033,0.26734358,0.0018167496
976,69,14,0.2729666,0.27115667,0.0018099248
1046,67,19,0.2687964,0.26698703,0.0018093884
299,16,56,0.26707637,0.2652771,0.0017992854
109,5,66,0.27609065,0.27430457,0.001786083
693,65,73,0.2773489,0.27557328,0.0017756224
259,13,27,0.27277896,0.27100453,0.0017744303
962,28,14,0.27908048,0.2773166,0.0017638803
1125,70,22,0.27737287,0.2756526,0.0017202795
56,2,52,0.27056998,0.26885253,0.0017174482
206,9,35,0.27286318,0.27114576,0.0017174184
730,69,1,0.27048394,0.26878542,0.0016985238
103,5,53,0.27654287,0.2748561,0.0016867816
828,53,6,0.28024545,0.2785629,0.0016825497
1191,52,27,0.27740076,0.2757381,0.0016626716
1070,64,20,0.27282155,0.27116355,0.0016579926
1333,52,47,0.27474183,0.27309135,0.0016504824
227,12,13,0.26572987,0.26408556,0.0016443133
153,7,28,0.27802947,0.27640966,0.0016198158
633,44,55,0.27603102,0.2744454,0.0015856028
46,2,31,0.2715048,0.26992628,0.0015785098
925,14,12,0.2745575,0.2729858,0.0015717149
125,6,35,0.27406105,0.2724956,0.0015654564
498,27,59,0.27273607,0.2711713,0.0015647709
49,2,35,0.27552158,0.27396196,0.0015596151
500,27,64,0.2738042,0.2722674,0.0015367866
803,59,5,0.2740864,0.27255237,0.0015340149
265,14,28,0.27576208,0.27425325,0.001508832
489,27,35,0.27483964,0.27333167,0.0015079677
208,9,75,0.2726216,0.27111763,0.0015039742
1074,71,20,0.2758026,0.27432504,0.0014775693
1228,75,28,0.27397555,0.27249825,0.0014773011
708,32,0,0.27144146,0.26996437,0.0014770925
1207,38,28,0.27988645,0.2784298,0.0014566481
1119,59,22,0.27538496,0.27394503,0.001439929
836,71,6,0.27894932,0.27751124,0.0014380813
557,31,53,0.2775761,0.27614647,0.0014296174
1360,73,52,0.27262235,0.27122653,0.0013958216
627,42,63,0.28085902,0.27948046,0.001378566
370,20,46,0.27886528,0.27750924,0.0013560355
90,4,72,0.2775093,0.2761669,0.0013424158
1166,46,26,0.27929363,0.27795872,0.0013349056
140,6,72,0.27857396,0.2772528,0.0013211668
362,20,26,0.2760391,0.27472115,0.0013179481
70,4,11,0.26709554,0.26578572,0.0013098121
345,19,60,0.27268225,0.27137968,0.0013025701
314,17,75,0.2736551,0.2723642,0.0012908876
620,41,63,0.2735231,0.27224118,0.0012819171
884,42,8,0.28103787,0.2797643,0.0012735724
717,22,1,0.27012426,0.26886937,0.0012548864
274,14,60,0.26463303,0.2633878,0.0012452304
231,12,18,0.2785207,0.27727857,0.001242131
569,33,47,0.27527824,0.27404457,0.0012336671
1025,53,18,0.28086528,0.27963784,0.0012274384
808,72,5,0.27186218,0.2706363,0.0012258887
104,5,55,0.287296,0.28607154,0.0012244582
488,27,31,0.26050043,0.2592901,0.0012103319
648,49,67,0.27666852,0.27549693,0.0011715889
1201,71,27,0.2743648,0.27323312,0.0011316836
249,12,64,0.27188227,0.27075848,0.001123786
1188,47,27,0.2733436,0.27224234,0.0011012554
630,42,72,0.27629432,0.27520254,0.0010917783
1300,67,38,0.26220503,0.26113293,0.0010721087
1131,60,23,0.26303592,0.2619805,0.0010554194
18,1,7,0.27741957,0.27636784,0.001051724
586,34,73,0.27714527,0.27611658,0.0010286868
136,6,66,0.27515242,0.27413395,0.0010184646
829,55,6,0.2766751,0.27567098,0.0010041296
1318,47,42,0.2682608,0.2672578,0.0010029972
710,46,0,0.27475283,0.2737572,0.000995636
1274,67,33,0.26746243,0.26647207,0.000990361
71,4,12,0.27785978,0.27686942,0.000990361
574,33,64,0.27409396,0.27311417,0.0009797812
276,14,65,0.2708404,0.26986745,0.0009729564
881,36,8,0.27578592,0.27482006,0.00096586347
300,16,61,0.26950657,0.2685434,0.00096318126
1008,56,17,0.2707924,0.2698547,0.0009377003
27,1,60,0.26843485,0.26750425,0.0009306073
540,30,50,0.2707233,0.2697965,0.0009268224
1392,74,67,0.27655753,0.2756407,0.00091683865
137,6,67,0.27849418,0.27759168,0.0009025037
245,12,55,0.2813586,0.28045824,0.00090035796
1124,66,22,0.2756577,0.27475968,0.0008980334
285,15,20,0.27615154,0.27525365,0.00089788437
921,72,10,0.2716406,0.27074295,0.00089764595
1041,59,19,0.2714974,0.2705999,0.00089749694
