Node,Group,Layer,Metric,Value
37,EM,FA,Degree_mean,70.13461538461539
37,EM,GM,Degree_mean,74.28846153846153
37,EM,rsfMRI,Degree_mean,74.23076923076923
38,Control,FA,Degree_mean,74.81132075471699
38,Control,GM,Degree_mean,73.83018867924528
38,Control,rsfMRI,Degree_mean,74.32075471698113
38,EM,FA,Degree_mean,73.75
38,EM,GM,Degree_mean,74.75
38,EM,rsfMRI,Degree_mean,74.25
39,Control,FA,Degree_mean,71.73584905660377
39,Control,GM,Degree_mean,73.90566037735849
39,Control,rsfMRI,Degree_mean,74.43396226415095
39,EM,FA,Degree_mean,70.88461538461539
39,EM,GM,Degree_mean,74.67307692307692
39,EM,rsfMRI,Degree_mean,74.13461538461539
40,Control,FA,Degree_mean,74.71698113207547
40,Control,GM,Degree_mean,74.50943396226415
40,Control,rsfMRI,Degree_mean,74.39622641509433
40,EM,FA,Degree_mean,73.84615384615384
40,EM,GM,Degree_mean,74.0576923076923
40,EM,rsfMRI,Degree_mean,74.17307692307692
41,Control,FA,Degree_mean,72.69811320754717
41,Control,GM,Degree_mean,73.86792452830188
41,Control,rsfMRI,Degree_mean,74.30188679245283
41,EM,FA,Degree_mean,71.90384615384616
41,EM,GM,Degree_mean,74.71153846153847
41,EM,rsfMRI,Degree_mean,74.26923076923077
42,Control,FA,Degree_mean,71.83018867924528
42,Control,GM,Degree_mean,74.18867924528301
42,Control,rsfMRI,Degree_mean,74.37735849056604
42,EM,FA,Degree_mean,70.78846153846153
42,EM,GM,Degree_mean,74.38461538461539
42,EM,rsfMRI,Degree_mean,74.1923076923077
43,Control,FA,Degree_mean,58.45283018867924
43,Control,GM,Degree_mean,74.43396226415095
43,Control,rsfMRI,Degree_mean,74.20754716981132
43,EM,FA,Degree_mean,58.42307692307692
43,EM,GM,Degree_mean,74.13461538461539
43,EM,rsfMRI,Degree_mean,74.36538461538461
44,Control,FA,Degree_mean,69.45283018867924
44,Control,GM,Degree_mean,74.11320754716981
44,Control,rsfMRI,Degree_mean,74.20754716981132
44,EM,FA,Degree_mean,69.21153846153847
44,EM,GM,Degree_mean,74.46153846153847
44,EM,rsfMRI,Degree_mean,74.36538461538461
45,Control,FA,Degree_mean,61.867924528301884
45,Control,GM,Degree_mean,74.15094339622641
45,Control,rsfMRI,Degree_mean,74.37735849056604
45,EM,FA,Degree_mean,60.94230769230769
45,EM,GM,Degree_mean,74.42307692307692
45,EM,rsfMRI,Degree_mean,74.1923076923077
46,Control,FA,Degree_mean,68.9245283018868
46,Control,GM,Degree_mean,74.52830188679245
46,Control,rsfMRI,Degree_mean,74.37735849056604
46,EM,FA,Degree_mean,67.75
46,EM,GM,Degree_mean,74.03846153846153
46,EM,rsfMRI,Degree_mean,74.1923076923077
47,Control,FA,Degree_mean,69.94339622641509
47,Control,GM,Degree_mean,74.43396226415095
47,Control,rsfMRI,Degree_mean,74.16981132075472
47,EM,FA,Degree_mean,68.71153846153847
47,EM,GM,Degree_mean,74.13461538461539
47,EM,rsfMRI,Degree_mean,74.40384615384616
48,Control,FA,Degree_mean,33.84905660377358
48,Control,GM,Degree_mean,74.0
48,Control,rsfMRI,Degree_mean,74.33962264150944
48,EM,FA,Degree_mean,33.5
48,EM,GM,Degree_mean,74.57692307692308
48,EM,rsfMRI,Degree_mean,74.23076923076923
49,Control,FA,Degree_mean,62.924528301886795
49,Control,GM,Degree_mean,73.88679245283019
49,Control,rsfMRI,Degree_mean,74.28301886792453
49,EM,FA,Degree_mean,61.86538461538461
49,EM,GM,Degree_mean,74.6923076923077
49,EM,rsfMRI,Degree_mean,74.28846153846153
50,Control,FA,Degree_mean,74.9622641509434
50,Control,GM,Degree_mean,74.26415094339623
50,Control,rsfMRI,Degree_mean,74.49056603773585
50,EM,FA,Degree_mean,73.59615384615384
50,EM,GM,Degree_mean,74.3076923076923
50,EM,rsfMRI,Degree_mean,74.07692307692308
51,Control,FA,Degree_mean,72.86792452830188
51,Control,GM,Degree_mean,73.9245283018868
51,Control,rsfMRI,Degree_mean,74.43396226415095
51,EM,FA,Degree_mean,71.73076923076923
51,EM,GM,Degree_mean,74.65384615384616
51,EM,rsfMRI,Degree_mean,74.13461538461539
52,Control,FA,Degree_mean,71.88679245283019
52,Control,GM,Degree_mean,74.15094339622641
52,Control,rsfMRI,Degree_mean,74.45283018867924
52,EM,FA,Degree_mean,70.73076923076923
52,EM,GM,Degree_mean,74.42307692307692
52,EM,rsfMRI,Degree_mean,74.11538461538461
53,Control,FA,Degree_mean,70.88679245283019
53,Control,GM,Degree_mean,74.01886792452831
53,Control,rsfMRI,Degree_mean,74.32075471698113
53,EM,FA,Degree_mean,69.75
53,EM,GM,Degree_mean,74.5576923076923
53,EM,rsfMRI,Degree_mean,74.25
54,Control,FA,Degree_mean,71.77358490566037
54,Control,GM,Degree_mean,74.18867924528301
54,Control,rsfMRI,Degree_mean,74.32075471698113
54,EM,FA,Degree_mean,70.84615384615384
54,EM,GM,Degree_mean,74.38461538461539
54,EM,rsfMRI,Degree_mean,74.25
55,Control,FA,Degree_mean,65.81132075471699
55,Control,GM,Degree_mean,74.13207547169812
55,Control,rsfMRI,Degree_mean,74.0754716981132
55,EM,FA,Degree_mean,64.92307692307692
55,EM,GM,Degree_mean,74.4423076923077
